"ResponseID","word1","word2","word3","word4","word5","word6","word7","word8","word9","word10","word11","word12","word13","word14","word15","word16","word17","word18","word19","word20"
"R_8r0sVamPpZkbiwR","freedom","justice","rights","politicians","coroptions","","","","","","","","","","","","","","",""
"R_7OPvAwcjL1vIbL7","Freedom ","USA","Election","Rights","Consitiution","","","","","","","","","","","","","","",""
"R_eGaonQH3QeBtjAp","freedom","responsibility","social goodness","group conscience ","representative government","the common good","bill of rights","voting","human rights","parliamentary process","amendments","laws","supreme court","constitution","house of representatives","sentate","courts","president","cabinet","secretary of state, etc"
"R_6xpIM60h3KT5tJz","democrat","republic","america","usa","canada","unity","","","","","","","","","","","","","",""
"R_2c4dH0tm2KcEnUp","voting","representative","people","rights","choice","freedom","","","","","","","","","","","","","",""
"R_4IrriDvKCfzaM4d","AMERICA","works","president","congress","obama","bush","","","","","","","","","","","","","",""
"R_aeMVKH34fwxKafr","Freedom","work","togetherness","warmth","family","friends","power","government","success","help","equality","","","","","","","","",""
"R_6rmQFo2WJVCktkp","America","United States","Votes","Public","Justice","Fair","Freedom","","","","","","","","","","","","",""
"R_5uo04MZgUVUaVX7","freedom","liberalism","corruptioin","fiscal","bankrupt","republican","democrat","constitution","congress","president","election","","","","","","","","",""
"R_4TPxpNmJKIbDeBv","voting","republicans","democrats","mob rule","politics","government","america","","","","","","","","","","","","",""
"R_enYQE5zw8ygsu7X","not Obama","freedom","free speech","rights","people","equality","furnace","care","giving","individuality","constitution","US","consequences","results","resolve","efficient","restoration","balance","pride","ownership"
"R_eDLNrjrbpHshUEt","voting","peoples choice","usa","majority rules","republic","voice","","","","","","","","","","","","","",""
"R_e2MFYONSPoMNAah","Republic","Representatives","Citizen voting","Freedom","United States","Able to influence government","","","","","","","","","","","","","",""
"R_9Ywg4TZUO7OcmLH","government","freedom","rights","president","politicians","America","voting","","","","","","","","","","","","",""
"R_2gZuppQsVI5u7NH","Freedom","Rule of the people","Fairness ","America","Chance for all","Founding fathers","","","","","","","","","","","","","",""
"R_cw2V8yeEmRytUlT","One man, one vote","corrupted democracy","flaws","America","Ancient Greece","representation","voting","free elections","20th century communist goverrnments with democracy in the title","","","","","","","","","","",""
"R_0qfFNIlicQnjG9n","freedom","rights","America","equality","choice","majority","voting","opinion","voice","","","","","","","","","","",""
"R_b9nufqaJTMde2eV","freedom","liberty","free speech","freedom of religion","representation","government by the people","no tyranny","safety and security","","","","","","","","","","","",""
"R_cN1izMqjpWVrkMt","Freedom of speech","Equal say","Decision making","America","Voting","","","","","","","","","","","","","","",""
"R_6lhumFIBXos1KiV","Freedom","America","President","Congress","Vote","lobbyists ","bribe","pay off","court","","","","","","","","","","",""
"R_1NwCACsR2rZu55C","elections","rights","accountability","responsiveness","rule of law","freedom","power","","","","","","","","","","","","",""
"R_1l3qJ0VvoLqQZU6","peace","america","war","hitler","constitution","","","","","","","","","","","","","","",""
"R_12ff6vE5CY6dZfA","freedom","choice","government","options","multi-party","American","","","","","","","","","","","","","",""
"R_3G1i5x4ZytvXcz0","fairness","equality","choice","vote","selection","numbers","many","majority","election","liberty","","","","","","","","","",""
"R_2dAPR1tbbt1jSrI","fairness","america","voting","government","choices","freedom","ballots","politics","leader","","","","","","","","","","",""
"R_1DLOnA8deoeeREK","politics","voting","people","corruption","America","Democrats","Republicans","Presidents","senate","House of Representatives","fair","every vote counts","republic","western world","","","","","",""
"R_1MXuzvUjs9PGr5T","fairness","equality","people","freedom","respect","discussion","sharing","voting","","","","","","","","","","","",""
"R_Ahuzxw3yVGayhyN","Freedom","Liberty","Choice","Informed","Politics","Government ","","","","","","","","","","","","","",""
"R_3r1zsIocXgpmyAo","voting","fairness","everyone has a voice","controlled by the people","freedom","balance","","","","","","","","","","","","","",""
"R_3mdWkXt7NhdWGCG","Well intentioned","Good in theroy","Problematic in practice","Often corrupt","Greek","Not normally a true democracy","Inaccuratly named","","","","","","","","","","","","",""
"R_2PdHe5aSM4I32VQ","government","fairness","popular vote","people's government","corrupted","","","","","","","","","","","","","","",""
"R_QgpA7fDjyjZgksV","goverment","law","country","democrat","republician","elections","politicians ","representatives ","","","","","","","","","","","",""
"R_PMSCYLDTVJ7NhAZ","voting","popular will","majority rules","Athens","political parties","representative government","responsible government","one man one vote","equal rights","","","","","","","","","","",""
"R_1C7awJjKjq9BPqy","freedom","liberty","equality","opportunity","progression","","","","","","","","","","","","","","",""
"R_2V4rJN6UnLhjB3W","freedom","representation","economy","voting","government","congress","washington d.c.","elections","revolution","1776","","","","","","","","","",""
"R_2Bh5BU1xE5N4D3B","freedom","voting","representatives","voice in government","greeks started it","USA","no taxation without representation","American Revolution","elected government","speaking out","","","","","","","","","",""
"R_3QW4VMFzfwnMKz2","Particiapatory","Elections","Citizens","Voting","Money","Influence","Power","","","","","","","","","","","","",""
"R_2Sceg1KFu5VnBjv","free","people","no laws everything is literally  majority rules in a true democracy","decisions","will of the people","election","voice","freedom","unorganized","","","","","","","","","","",""
"R_Rw5wv1EsmokHI0F","participatory","best alternative","partisanship","voting","inefficiency","","","","","","","","","","","","","","",""
"R_3ExQiUmpeNnJ3Iy","elections","voting","fairness","rights","politics","equality","laws","representatives","people","United States","constitution","","","","","","","","",""
"R_2PkclpJ3dphIx2b","Fair","Equal","The right thing","Justice","The best","Good","Great","Prosperous","Chance","The right way","A chance for everyone.","","","","","","","","",""
"R_3kEPKiGjzrF63vq","The USA","freedom","choice","politics","open elections","","","","","","","","","","","","","","",""
"R_2Eiz82efPI8Ukx9","Freedom","Independence","Choices","Ethics","Reasonable","","","","","","","","","","","","","","",""
"R_2VQlPZcv9dsOxRS","freedom","America","choice","power","helpful","decision","normal","equal","vote","","","","","","","","","","",""
"R_3MJC8MVCX2FoI4p","everyone is treated equally","freedom of speech","peace","the right to a fair trial","protected by law","ability to pursue your dreams with no or little restrictions","free to come and go as you please","civilized","value for human life","the way it should be","civil rights","hope","comfortable society ","","","","","","",""
"R_2P52eL4S795EKSG","freedom","fairness","USA","peace","family","","","","","","","","","","","","","","",""
"R_26bFECDVPQ0mBs8","Freedom","Declaration of Independenc","Government","Constitution","States","Bill of Rights","People","Equality","Politics","","","","","","","","","","",""
"R_2zUP1QZrMV0VbAh","Voting","demonstrating","free speech","fact checking","debate","will of the people","opinions","","","","","","","","","","","","",""
"R_8cYPxGpgoNRwcsJ","Freedom","America","Fair","Equality","Representation","Government","Liberal","","","","","","","","","","","","",""
"R_2pLGpTSLNSyYgAQ","Freedom","Rights","Love","America","Flag","President","Patriotic","","","","","","","","","","","","",""
"R_1JF5Q7vM2An9W95","Opportunity for all voices to be heard. ","Acceptance of diversity.","Tolerance","Religious freedom","Unity","Welcoming of immigrants","potential","fairness","justice","","","","","","","","","","",""
"R_2ANFIZh2TIxtiBW","voice","freedom","america","voting","representative","constituion","declaration of indepedence","republic","congress","citizens","","","","","","","","","",""
"R_1hzHtUWBrnnfDnM","Freedom","Choice","united","fair ","liberty","equality","just","","","","","","","","","","","","",""
"R_bK2y5wlj4RN18xX","freedom","choice","voting","representation","politics","Washington","President","parties","American","A group of like minded people","","","","","","","","","",""
"R_tPxFJdtWMiWyYJr","elections","freedom","parties","will of the people","campaigning","political commercials","Citizens United :-(","corruption","Bought","Cost of Campaigning","Freedom to form parties","Fought for","Constitution","ELection Judges","","","","","",""
"R_UstuGCvq2JfVrwd","voting","equal","politics","decided by people","fair","","","","","","","","","","","","","","",""
"R_25z30QuDusxbxvS","Freedom","Choice","Lies","Happiness","A trick","True democracy doesn't exist.","","","","","","","","","","","","","",""
"R_SHR7NGmy3t3WbiV","voice","freedom","liberty","founding fathers","voting","choice","progress","majority","equality","point of view","","","","","","","","","",""
"R_O2Wps9bQTImAg25","people","leader","fairness","opinions","equality","politics","president","","","","","","","","","","","","",""
"R_a4SHhEPDTsSr2kp","freedom","mob rule","everyone gets a say","confusion between it and representative republic","America, but not really","","","","","","","","","","","","","","",""
"R_22VKIzP8JSjG4JL","usa","freedom","checks and balances","elections","1776","washington dc","federal","","","","","","","","","","","","",""
"R_87zihZmMVpvzMat","Fair","Equal","Voting","Left","Government","Of the people","1st World","","","","","","","","","","","","",""
"R_3FLmIkiTtkYarYi","freedom","rights","free market","elections","voting","United States","Europe","corruption","","","","","","","","","","","",""
"R_31F3NkXY3ME5QKd","freedom","capitalism","free speech","red white blue","fireworks","4th of july","","","","","","","","","","","","","",""
"R_3PTRTVPaTYFpo97","choice","by the people","elected officials","voting","politics","freedom of speech","civil liberties","","","","","","","","","","","","",""
"R_2wuXRK6plmcOP50","will of people","representative","elections ","campaign ads","voting","equality","","","","","","","","","","","","","",""
"R_1OGOjZMk6berC52","working together","freedom","having a say  ","debating","compromise","looking out for each other","","","","","","","","","","","","","",""
"R_1C8D6PzfH7R3uzZ","equality","fairness","unity","system","rules","support","","","","","","","","","","","","","",""
"R_2CpGrmPycEIJih9","freedom","america","choice","government","control","order","social","equality","demanding","ideal","power","","","","","","","","",""
"R_3J4B1r2ihHDyoIb","Freedom","Election","America","President","official","states","governed by the peopl","for the people","legitimate","fair","optimal","","","","","","","","",""
"R_3PGJHIUXLmOm2Oe","Freedom","voting ","choice ","equaliy","Democrats ","hope ","elections","","","","","","","","","","","","",""
"R_BL1NCbWyF38nYDT","improving income","stop lying","work","help","people","","","","","","","","","","","","","","",""
"R_1eDEUkoKPo799DE","Voting","Elections","Of the people, by the people, for the people","ideas","Civil rights","Constitutional freedoms","What the U.S. used to be","equality","","","","","","","","","","","",""
"R_3L5bK9vsCtlA1uR","equality","freedom","fairness","voting","representation","people ","","","","","","","","","","","","","",""
"R_1GTfeaujIsKTx56","fair","uncorrupted","union","equal","everyone","","","","","","","","","","","","","","",""
"R_1gIowfUQPVaQA9L","freedom","choice","fairness","elected","independence","votes","elections","majority","live and let live","equality","the best","Opposite of dictatorship.","","","","","","","",""
"R_1eqOx9YCDdGfJqI","Government","People","Equality","Fairness","Voting","Politics","A Country run by it's people.","","","","","","","","","","","","",""
"R_1isMygtVeNebrF5","voting","choice","new form of government","weak","indecisive","blue","","","","","","","","","","","","","",""
"R_31QUoV2WpU0tStd","fair","people","system","democrait ","goverment ","","","","","","","","","","","","","","",""
"R_2s4hACbK45G8k5d","Freedom","For the people","Vote","Fairness","Equality","Elected offcials","","","","","","","","","","","","","",""
"R_1oisnrfOWoU16uo","vote","freedom","election","United States","choice","majority","senators","representatives","government","politics","constitution","","","","","","","","",""
"R_5bPXE7aKiaByc2l","people","choice","government","taxes","free","congress","senate","","","","","","","","","","","","",""
"R_3hryJF03G6DokuG","freedom","political participation","representation","elected leaders","United States of America","separation of church and state","president","Barack Obama","political parties","Democrats","Republicans","elections","votes","political campaigning","political advertising","","","","",""
"R_2idHh2r7lyRTGXT","transparency","freedom","liberty","rights","action","voting","choices","equal","moral","constitution","","","","","","","","","",""
"R_2WuwIuupWhrLJb6","vote","peoples will","personal freedom","election","term limit","","","","","","","","","","","","","","",""
"R_3Eg12GQRkh2x2UP","equality","justice","freedom of speech","elective representation","social equality","voting","","","","","","","","","","","","","",""
"R_DV8KvIx1apqEIud","voting","united states","government","congress","republicans","democrats","legistature","senate","freedom","rights","","","","","","","","","",""
"R_eLoKB5cMyLXKPU5","freedom","justice","equality","the voice of the people","common good","voting","","","","","","","","","","","","","",""
"R_RJGgVtePhptojGp","For the people","Equality","Open Forum","Representation","Politics","","","","","","","","","","","","","","",""
"R_1EikgzIG4E1cz1I","free","constitution","laws","regulations","senate","congress","","","","","","","","","","","","","",""
"R_3HpgkJD8OPHpJiq","voting","president","fair","unfair","republic","partisanship","bias","chaos","ineffective","","","","","","","","","","",""
"R_2q4vrymKk45AFCC","freedom","special","lucky","money","hard-working","","","","","","","","","","","","","","",""
"R_W2mer8p0rLRf1ex","freedom","choice","america","politics","founding fathers","religious freedom","political freedom","freedom of speech","freedom of religion","free to do what makes you happy","","","","","","","","","",""
"R_3gXhWy8wZQ9IPQN","freedom","voting","rights","america","people","congress","","","","","","","","","","","","","",""
"R_1rB3wqtW0iRlXQS","campaign","ballot","constitution","government","president","state","voting","election","","","","","","","","","","","",""
"R_2tDWXA8T86VGz1C","Freedom","Rights","Choice","Free will","For the people","Voting","By the people","","","","","","","","","","","","",""
"R_3syu32pFdCz3Vp7","United States","Democrat","Republican","Constitution","Declaration of Independence","Thomas Paine","Freedom","","","","","","","","","","","","",""
"R_3KqHKqpYwhGOuG1","Freedom","Values","Ability to vote","Founding Fathers","Leaving England","United States","How we elect our officals","","","","","","","","","","","","",""
"R_6led5FPgqjvFgdj","freedom","rule by people","peace","good","just","","","","","","","","","","","","","","",""
"R_3gZ2GKkWry5Sp3C","america","politics","government","capitalism","republic","","","","","","","","","","","","","","",""
"R_2q7TXVOu6PR52YN","fairness","election","merit","free","just","lie","liberal","open","fine","greedy","capitalist","hypocritical","leanient","civilized","modern","lacking","incomplete","better","superior","underhanded"
"R_XwgKGJji0rTy78R","fairness ","America ","freedom ","we the people ","positive ","","","","","","","","","","","","","","",""
"R_2TntzYsj156xl97","Freedom","For the people","United States","Obama","Not for the rich people for the lower class","","","","","","","","","","","","","","",""
"R_1QisFT0qYTaUSd3","freedom","blue","donkey","Barack Obama","inclusive","voting","","","","","","","","","","","","","",""
"R_1on9CHEJtq2REg4","fairness","voting","Capitalism","America","First-world countries","election","rights","people's choice","modern","","","","","","","","","","",""
"R_2XjOhEGGQAHN6cv","vote","elect","representative","rights","freedom","term","people","constitution","","","","","","","","","","","",""
"R_3FOid2Q0zAqk2bM","Freedom","History ","Foundation","Founding Fathers","Ideal","Freedom of Speech","","","","","","","","","","","","","",""
"R_1rBo3P8S5DFGSac","people","vote","republic","government","for the people","by the people","fairness","equality","","","","","","","","","","","",""
"R_1cV8yDhswiQAOcT","voting","by the people","representation","America","freedom","equality","","","","","","","","","","","","","",""
"R_2dFl3LiGmrl8uzV","form of government","voting","Western","corruption","equality","fair","","","","","","","","","","","","","",""
"R_22EQuvq2RldJ3Oa","people","vote","president","vice president","opinion","electoral college","joke","not really","does my vote even count?","what good is it doing?","freedom","challenges","","","","","","","",""
"R_2pRxHMN32VvjJ9w","justice","equality","freedom","america","unreal","captial","capitalism","slavery","","","","","","","","","","","",""
"R_30hRAiQdMQoK6up","freedom","republic democracy","America","rule by the people","officials ","","","","","","","","","","","","","","",""
"R_2pSPXtiOsof2mi1","voting","deliberation","options","right","United States","representation","change","","","","","","","","","","","","",""
"R_VW2jPR54jIhfWet","freedom","choices","fairness","equal","jobs","money","homes","food","wealth","","","","","","","","","","",""
"R_27IR1YThnI6rJD6","people","vote","say","influence","America","government","","","","","","","","","","","","","",""
"R_p3EFQJrqII2nKeZ","representation","America","voting","freedom","enlightenment","Athens","","","","","","","","","","","","","",""
"R_vuJCzjnj7Km5vcB","Politics","Voting","Representation ","Issues","Governance","Federalism ","","","","","","","","","","","","","",""
"R_1Ov5cb8luSs4CTm","freedom","choice","vote","leadership","liberty","independence","options","fair","","","","","","","","","","","",""
"R_XnOyYQomfyIGnsJ","freedom","United States","vote","power to people","elections","","","","","","","","","","","","","","",""
"R_1jiFlsOL2zWX5nR","voting","equality","respect","tolerance","understanding","peace","openness","fairness","","","","","","","","","","","",""
"R_278Lx9f2emjpRnf","Idealistic","Unfair","Ridculous","Meaningless ","Bias","","","","","","","","","","","","","","",""
"R_RfcFmJW8Ukagxl7","fair","vote","citizen rights","freedom","election","congress","people","","","","","","","","","","","","",""
"R_3fkslS6OlmkrFPP","Voting","Government","USA","Ruling","Majority","","","","","","","","","","","","","","",""
"R_1QyWpmo5n62aALO","Government","America","Democrat","Republican","Not working","Corporations are people","Electoral College","Popular Vote","","","","","","","","","","","",""
"R_2ARJiMTBHC7kVyS","mindless voters","fraud","deceit","rich corporations","oil","lies","","","","","","","","","","","","","",""
"R_eKcbf9HRBYO26J7","fair","equal","freedom ","majority ","ownership","self-relience ","expression","","","","","","","","","","","","",""
"R_25g7B89hvSBsYi5","voting","representation","majority rule","minority rights","Greece","The more democratic the country's name, the less democratic it is in practice","","","","","","","","","","","","","",""
"R_01duAF9MfviObrr","Freedom","Stability","Choice","Free market","United States","Western","Money","Capitalism","Law","","","","","","","","","","",""
"R_1Fe40MoUfqmKNW1","free elections","freedom","good in theory","ideal","elected representatives","freedom to protest","freedom of the press","not United States","","","","","","","","","","","",""
"R_2WM4lUwdbp4RYp8","vote","fair","majority","politics","government","system","","","","","","","","","","","","","",""
"R_ulUoNRLG8XmX18B","freedom ","people ","group choices","equality","opposing sides","compromise ","collaboration ","voices ","","","","","","","","","","","",""
"R_2wmZGmIokynK18Y","Freedom","Choice","Representation","Participation","Vote","","","","","","","","","","","","","","",""
"R_1F3NP4quJ6Tvuyz","lies","corrupt","not true","other nations","war","politions","middle man","interest groups","uneducated","church and state","","","","","","","","","",""
"R_XXSX4W9E4222aWZ","liberty","voting","popular","mob","representative","republic","america","rome","republican","democrat","","","","","","","","","",""
"R_1DZnVoIKRcIPKLn","United States of America","Freedom","Liberty","Statue of Liberty","Ellis Island","Land Of Opportunity","Communism","Presidency","Declaration of Independence","George Washington","Revolutionary War","Voting","","","","","","","",""
"R_12x1QXgsfmy7mRR","government","elected representatives","elections","vote","majority rules","equality","free maket","freedom","political parties","citizen representation","","","","","","","","","",""
"R_325CzOsQhKKBV4L","freedom of speech","freedom of the press","fairness","freedom to bear arm","president ","censorship","calmer society","","","","","","","","","","","","",""
"R_2gHNABbvfhXdqil","law","justice","equality","government","politics","","","","","","","","","","","","","","",""
"R_2OZo7Uq7f9HMeL6","Freedom","Democrats","Republicans","USA","War","Bureaucracy ","The West","1st World ","Capitalism ","","","","","","","","","","",""
"R_126iult5BVfrIZt","America","Together","Direct Democracy","Government ","Federation","Old","Founding Fathers","Washington D.C.","","","","","","","","","","","",""
"R_ULq2ggl8o1pyVJn","Choice","Groups","Concensus","Compromise","Everyone has a voice.","Politics","Government","Debate","Elected officials","","","","","","","","","","",""
"R_qxDoKkUAfT1QS0p","voting","free speech","equal rights","freedom","compromise","due process","elected president","balance","constitution","","","","","","","","","","",""
"R_9Socnyaf42U9Yo9","Social progression","Less conservative","Evolving","Fair","Fresh","Economical","Environmental","Honest","Generous","","","","","","","","","","",""
"R_1CqpztgNrCOA24S","government","people","political","party","rights","vote","","","","","","","","","","","","","",""
"R_3p5604yURsFTgJW","Liberty","Government","Voting","Freedom","Human Rights","Constitution","Independence","Congress","President","","","","","","","","","","",""
"R_3lY0uibiBDHz8tk","false","lies","manipulation","freedom","choice","lack of choice","farce ","","","","","","","","","","","","",""
"R_3gXEcnF2GZQvfAD","freedom","speech","work","write","act","","","","","","","","","","","","","","",""
"R_3iQiJN1YDuN4aMn","united states","politics","not republican","Congress","President","debate","complicated","arguments ","","","","","","","","","","","",""
"R_ahGLi3c0ys3rcjv","consensus","majority rule","independence","freedom","participation","decision-making","disagreement","liberty","self-determination","election","","","","","","","","","",""
"R_2v5QZ25Vho0KTlW","HISTORY","people","freedom","voting","fairness","america","egal","washington","","","","","","","","","","","",""
"R_31zr9Fv3v2jx4jT","freedom","united states","liberal","voting","transparent","fair","equal","not the united states any more","rights","justice","","","","","","","","","",""
"R_8weeYaj0EvqvgSB","freedom","people have the power","voting","free will","stability","community","government by the people","","","","","","","","","","","","",""
"R_Tpl1fUaT6MnJgZP","freedom","fairness","equality","government","ruling","rules","power","","","","","","","","","","","","",""
"R_1rvIEtWX8oUjzZ4","Justice","Fairness","Equality","Voting","Approval","Majority","Appointed","Left-wing","President","America","","","","","","","","","",""
"R_1Hc9ohTGFj6F7xo","politics","freedom","usa","flag","patriotic","president","vote","people","voters","voting","ballot","elections","representatives","politicians","","","","","",""
"R_3KGz6Jnx23CIOeA","majority wins","democratic","false freedom","politics","nations","","","","","","","","","","","","","","",""
"R_O8BdDqxhRxoePUR","Free","Understanding","Helpful","Contribute","Trendy","Independent","","","","","","","","","","","","","",""
"R_1gnpDiarZXR08Bh","equal vote","direct vote","not the United Staes","unwieldy for every decision","noble","rare","ideal","philosophy","difficult under capitalism, when the dollar has a huge vote","the goal","","","","","","","","","",""
"R_3sjHDEnBr6Mhm7M","Voice of the people","Liberty","Election","President","Voters","","","","","","","","","","","","","","",""
"R_3nJd76nI48O7oOV","voting","fairness","justice","America","Western world","choice","freedom","liberty","","","","","","","","","","","",""
"R_27p1xm2fkGpKQbT","Votes","Representation","Conservative","Liberal","Order","Understanding","Compromise","Popularity","Money","Lesser of two evils","Hope for the best","Favors","Tension","Conflict","Drama","Walking on eggshells","#ThanksObama","Publicity","Talking points","Goverment"
"R_3irJ9eWsd1yNvVw","2 wolves and a sheep deciding on what's for dinner","majority rules","a republic","free expression","voting","freedom","representatives","a President","3 branches of government","","","","","","","","","","",""
"R_1o7LzSyOCBHyR5s","representation","faction","universal suffrage","participation","debate","equality","opportunity","secular","","","","","","","","","","","",""
"R_3sAKhOaI1dovvvR","People","Freedom","Representatives","United States","Senate","House","Mob Rule","","","","","","","","","","","","",""
"R_2rC4fRWxvYVzDgz","Greece","Free Press","Voting Rights","Non exclusion","Citizens","Elected officials","Big money vs. big public","Voices","Western Governments","","","","","","","","","","",""
"R_3iLk1OWqnnSRuI6","Equal","Balance","Open","Listening ","Everyone","","","","","","","","","","","","","","",""
"R_2DSrVz320f8YwBK","America","Freedom","rights","constitution","governments","representation","election","rule by the majority","athens","separation of power","president","parliment","","","","","","","",""
"R_10rvB9KdVhqli8N","freedom","government","laws","political","rights for the people","","","","","","","","","","","","","","",""
"R_2VKgcX5pMp5DOIN","rules","civil rights","government","people","elect","leaders","political","social","vote","","","","","","","","","","",""
"R_1FIC8NyopYOudUY","FAIR","FREEDOM","REPRESENTATION","LAWS","RULE OF LAW","OPEN","TOLERANT","EQUALITY","ORDERLY","HAPPY","HUMANITY","HUMAINE","JUSTICE","","","","","","",""
"R_3lFc0iLmHsPQq3v","freedom","voting","politics","choices","for the people","","","","","","","","","","","","","","",""
"R_3stWmv3D9DN7pfy","EVERYONE HAS A SAY","USA","EQUAL","EVERYONE VOICE","CAPITALISM","POLITICS","","","","","","","","","","","","","",""
"R_3mlXNQsG5xYeh6r","liberal","right","soft","accepting","diverse","immigrants","culture","","","","","","","","","","","","",""
"R_qPEwKCDH1KJf4Ax","united states of america","freedom","justice","liberty","fair/equal","voting","","","","","","","","","","","","","",""
"R_1lyrfNVeL6cgomB","freedom","choice","liberty","ownership","rights","dreams","ambition","wealth","","","","","","","","","","","",""
"R_DSPhYprwnOZFKLv","Correct","Smarter","Logical","Middle Class","Change","Progressive","Moving Forward","Young","","","","","","","","","","","",""
"R_3oXZHgepVqmej0Y","election","debate","one vote","peaceful","governed by consent","","","","","","","","","","","","","","",""
"R_3hhGG7Hf2GR9xMl","free elected officials","power is vested in people","fairness","freeedom","social equality","liberal government","justice","","","","","","","","","","","","",""
"R_28zYlJ9FGtaWmQX","Freedom","Freedom of speech","Freedom of choice","Freedom of religion","Being able to choose leadership","Being able to elect representatives","Being able to effectively change laws or important issues","Citizens are protected by a constitution","Government largely does not intervene in the affairs of its citizen","Government listens to its citizens","","","","","","","","","",""
"R_barmVJjqYHOdk2t","Freedom","Hope","Rights","A chance","Choice","Being Heard","Being Served","Unity","Equality","","","","","","","","","","",""
"R_URVoNlcjJqSuDE5","equal rights","privileges for everyone","United States","by the people for the people","free system","social equality","","","","","","","","","","","","","",""
"R_1E1d4Wp1vPsU1s2","freedom","people","good","smart","peaceful","","","","","","","","","","","","","","",""
"R_1gHga7ihjvaz7Cj","governing by the people","freedom from dictatorship","laws governed by people","governance by voting","freedom from tyranny","freedom of selection of law","right to vote in private","not be vilified for your vote","","","","","","","","","","","",""
"R_3FRRj9GSXBqAlDe","USA","freedom","constitution","voting","government","founding fathers","balance of powers","","","","","","","","","","","","",""
"R_1M0NwcTIwZysDDO","FREEDOM","LIBERTY","HAVING YOUR VOICE HEARD","VOTING","FREE EXPRESSION","","","","","","","","","","","","","","",""
"R_cCmwfnjZfxRIxYV","democrats","republic","choosing","old","idealistic","confused","hope","change","freedom","voice","together","faded","power","progressiveness","new","","","","",""
"R_79Zzoph5R9dfBQN","America","freedom","voting","opportunity","election","president","independence","rights","","","","","","","","","","","",""
"R_2vjnBHwR71RpfBu","people","one man, one vote","majority","minority","mob","representation","franchise","","","","","","","","","","","","",""
"R_2rw4AtNxYjcGbki","opportunity","freedom","America","republicans and democrats","choices","","","","","","","","","","","","","","",""
"R_3L7r4SJBplNwYNY","freedom","fair","balance","political","liberal","united states","choice","supreme court","president","american","free trade","good wages","transperency","legislature","bill of rights","freedom of speech","freedom of religion","right to bear arms","right to assembly","marte carte"
"R_3hhTVJEqtGqmwFT","freedom","fair","happy","government","equal","jury","constitution","declaration of independence","choices","","","","","","","","","","",""
"R_33kyHfjn35dkWZf","Unfair","Unjust","Social concepts sicken me","Biased","Alienating instrumentalities","Continued social ladders","","","","","","","","","","","","","",""
"R_2q40TvhbDC4QXJf","fake","controlled opposition","guise of freedom","control structure","2 wolves and a sheep deciding what is for dinner","","","","","","","","","","","","","","",""
"R_0OFbopuvpnI8Mdf","government","history","America","United States","going to vote","politics","laws","human rights","civil liberties","free speech","equal rights","","","","","","","","",""
"R_2SdfcDt3MDvxtsA","government","fairness","team work","decision making","workers","meetings","","","","","","","","","","","","","",""
"R_3LYIDuqJbRrehAc","Republic","Freedom","50/50","voices","election","","","","","","","","","","","","","","",""
"R_2qDkntSoGyVwfPv","Voice of the people","Fair","Government","Choice","Constitution","","","","","","","","","","","","","","",""
"R_2CNV1Kw7ihg3re5","election","vote","freedom","power to the people","checks and balances","president","political parties","America","debate","campaign","democrats and republicans","liberals and conservatives","Congress","","","","","","",""
"R_3M6z6C0jkAnPRN3","freedom","order","people choose","america","modern","","","","","","","","","","","","","","",""
"R_3QMHUGPkXC27cH3","people-ruled","versatile","patriotic","righteous","involved","for the people","by the people","unrestricted","fair","impartial","elections","protection of human rights","freedom of speech","","","","","","",""
"R_vJlGHY7gy9eND7X","America","voting","representation","populace decides","free market","party system","capitalism","","","","","","","","","","","","",""
"R_V2aW2bdLeUYP6cp","United States","freedom","forefathers","Democrat","checks and balances","voting","","","","","","","","","","","","","",""
"R_2af4Ypmnii8dKWH","america","japan","equality","freedom","election","popular vote","","","","","","","","","","","","","",""
"R_4ZAyNkljXZBtaBL","freedom","speech","free market","voting","equal say","for the people","","","","","","","","","","","","","",""
"R_1I5x6WJmO7A8EZA","voting","people have a say","no dictator","no king or queen","government is more fair","people have rights","everyone is equal","","","","","","","","","","","","",""
"R_pgDSlZBTDDl9SBb","United States","The people","The Bill of Rights","The Constitution ","Freedom","Voting","Elections","","","","","","","","","","","","",""
"R_22s7hnu2w2l42vz","fair","unite","freedom","country","left ","","","","","","","","","","","","","","",""
"R_2EEHVbjKkekebba","liberty","freedom","hope","chances","opportunity","fairness","chance for equality","no oppression","marching for justice","voicing my opinion","right from wrong","","","","","","","","",""
"R_5dsGfTdKQ2JfNad","together","people","vote","equal","power","al gore","love","united","strong","","","","","","","","","","",""
"R_RUkss79jCjX1gA1","United States","elections","voting","everyone has a say","fair","open market","","","","","","","","","","","","","",""
"R_rchzITZ94HkMv3H","freedom","voting","declaration of independence","America","India","politics","choice","illusion of choice","two party system","majority rules","","","","","","","","","",""
"R_0PPlQqydQq4x7nL","power","freedom","control","equality","unity","peace","togetherness","community","just","good","righteous","justice","supremacy","citizenship","","","","","",""
"R_3kHRrqFY0XcHwzU","freedom","America","freedom of speech","for the people by the people","vote","self-governed","","","","","","","","","","","","","",""
"R_2Xmp32Z2EFSegcx","I think of the founding fathers of this country","free public voting","decisions made by the people","democrat party","free way of making decisions with no restrictions","","","","","","","","","","","","","","",""
"R_1GVpLZqrYGpqi8Q","Elections","Accountability","Transparency","Progress","Laws","Due Process","Voting","","","","","","","","","","","","",""
